Receiver_ID,Name,Type,City,Contact,Claim_ID,Food_ID,Status,Timestamp_formatted
788,Beth Phillips,NGO,Zacharyview,(293)383-2279x8386,935,520,Cancelled,07:27:00 17-03-2025
789,Laura Robertson,NGO,Hansonfurt,616-851-6533x67759,40,141,Pending,04:14:00 10-03-2025
789,Laura Robertson,NGO,Hansonfurt,616-851-6533x67759,571,408,Completed,06:09:00 03-03-2025
791,David Kennedy,Charity,Port Caleb,001-061-612-9715x40982,413,88,Completed,20:51:00 10-03-2025
794,Lee Nunez,Individual,Andersonfort,468.857.1870x688,737,636,Pending,18:09:00 14-03-2025
794,Lee Nunez,Individual,Andersonfort,468.857.1870x688,867,692,Completed,07:01:00 10-03-2025
795,Caitlin Cobb,Charity,North Andresport,+1-968-871-4930,79,188,Cancelled,01:13:00 03-03-2025
795,Caitlin Cobb,Charity,North Andresport,+1-968-871-4930,815,243,Completed,08:50:00 18-03-2025
797,Robert Becker,Charity,Danielland,060.756.0612,352,427,Completed,07:00:00 19-03-2025
799,Adam Moore,Charity,East Josephview,+1-119-080-3260x81212,656,875,Pending,16:14:00 13-03-2025
799,Adam Moore,Charity,East Josephview,+1-119-080-3260x81212,937,744,Cancelled,10:22:00 02-03-2025
799,Adam Moore,Charity,East Josephview,+1-119-080-3260x81212,978,818,Cancelled,06:11:00 11-03-2025
800,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,263,22,Completed,09:37:00 16-03-2025
800,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,644,837,Cancelled,04:33:00 11-03-2025
800,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,706,636,Pending,23:19:00 09-03-2025
800,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,817,969,Pending,16:20:00 03-03-2025
800,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,823,96,Cancelled,21:50:00 07-03-2025
802,Lisa Cruz,Charity,Stevenmouth,(372)091-7748x36631,97,381,Pending,02:12:00 02-03-2025
804,Elizabeth Cochran,NGO,Theresabury,7711350025,50,251,Pending,13:18:00 19-03-2025
804,Elizabeth Cochran,NGO,Theresabury,7711350025,382,782,Cancelled,05:46:00 20-03-2025
805,Sharon Martin,Individual,South Michelleport,885.889.2008x8858,683,195,Pending,15:36:00 13-03-2025
806,James Miller,NGO,Lisabury,+1-499-819-6868x6637,516,302,Completed,09:58:00 08-03-2025
806,James Miller,NGO,Lisabury,+1-499-819-6868x6637,775,961,Completed,23:56:00 05-03-2025
807,Taylor Miller,NGO,Josephside,+1-022-270-5486x316,9,278,Completed,02:26:00 18-03-2025
808,Pamela Finley,Individual,Harrisfurt,001-160-542-5380x55508,279,531,Pending,17:05:00 13-03-2025
809,Karen Cain,Individual,East Daisybury,506-960-4185x0865,361,882,Pending,05:54:00 08-03-2025
810,Cody Meyer,NGO,Westshire,415.147.2095x47370,728,882,Completed,11:35:00 15-03-2025
811,Scott Schroeder,Shelter,Markfurt,001-229-042-2531x276,334,447,Cancelled,17:27:00 18-03-2025
811,Scott Schroeder,Shelter,Markfurt,001-229-042-2531x276,427,412,Cancelled,00:53:00 17-03-2025
811,Scott Schroeder,Shelter,Markfurt,001-229-042-2531x276,880,751,Cancelled,20:50:00 10-03-2025
814,Michael Petersen,NGO,Maryside,+1-454-301-1932x97038,627,686,Cancelled,01:36:00 15-03-2025
815,James Miller,NGO,North Dawn,001-359-139-7284x11773,320,241,Completed,01:29:00 12-03-2025
817,Victoria Torres,Charity,Martinchester,+1-624-780-9445x7755,67,486,Completed,17:22:00 17-03-2025
817,Victoria Torres,Charity,Martinchester,+1-624-780-9445x7755,944,680,Pending,00:52:00 08-03-2025
821,Jeffrey Wilson,Charity,Davisport,001-245-390-7219x847,512,798,Cancelled,19:57:00 15-03-2025
821,Jeffrey Wilson,Charity,Davisport,001-245-390-7219x847,548,520,Completed,21:01:00 14-03-2025
824,Madison Myers,Shelter,Cruzland,(123)500-8333x8386,322,256,Cancelled,05:22:00 05-03-2025
825,Charles Morris,Charity,New Olivia,(006)107-4825x44414,879,7,Pending,01:49:00 01-03-2025
830,Jeffrey Cooper,Shelter,Lake Christian,001-877-245-5095,960,292,Completed,09:00:00 15-03-2025
831,Samantha Ellison,Individual,New Kimberly,522.437.7292x9078,139,668,Completed,01:08:00 02-03-2025
832,Kylie Young,Shelter,Ginaview,9131186244,592,319,Completed,23:50:00 03-03-2025
832,Kylie Young,Shelter,Ginaview,9131186244,639,233,Cancelled,13:32:00 06-03-2025
833,Kelly Pierce,Shelter,West Josephland,370.467.1150x479,406,606,Pending,08:16:00 05-03-2025
833,Kelly Pierce,Shelter,West Josephland,370.467.1150x479,484,565,Cancelled,13:15:00 14-03-2025
835,Jennifer Wright,Shelter,Lauratown,(257)556-3261x76228,132,640,Cancelled,02:44:00 06-03-2025
835,Jennifer Wright,Shelter,Lauratown,(257)556-3261x76228,570,849,Completed,03:28:00 09-03-2025
836,Scott Craig,Shelter,South Lisa,118.382.6136,16,320,Cancelled,06:17:00 07-03-2025
837,Michelle Reed,Shelter,West John,1072168815,293,721,Completed,13:31:00 09-03-2025
838,Jessica Stephens,Charity,West Michaelton,358-977-8320,234,312,Pending,06:35:00 17-03-2025
838,Jessica Stephens,Charity,West Michaelton,358-977-8320,856,294,Completed,13:19:00 18-03-2025
839,Michael Cox,NGO,North Kelly,001-953-739-5146x845,981,615,Cancelled,15:58:00 10-03-2025
840,Mary Anderson,Shelter,South Mirandamouth,+1-148-126-0133x15456,114,870,Completed,10:36:00 06-03-2025
840,Mary Anderson,Shelter,South Mirandamouth,+1-148-126-0133x15456,947,304,Cancelled,20:13:00 03-03-2025
841,Brian Reed,NGO,Amandaburgh,640.564.9498x1956,919,623,Cancelled,18:11:00 11-03-2025
842,Robert Stewart,Shelter,New Laura,873-501-6244x4712,741,886,Cancelled,09:05:00 19-03-2025
843,Glenn Anthony,Charity,Halltown,502-960-7549,384,389,Completed,23:56:00 05-03-2025
843,Glenn Anthony,Charity,Halltown,502-960-7549,733,932,Completed,21:55:00 14-03-2025
844,Andrew Gray,Individual,Lake Dustin,(448)005-7192x2140,721,217,Completed,15:46:00 13-03-2025
848,Terrence Wagner,Individual,Taraside,001-832-246-7583,875,338,Completed,13:38:00 16-03-2025
849,Kyle Johnson,Shelter,Ellisshire,001-887-766-6073,275,906,Completed,11:36:00 02-03-2025
849,Kyle Johnson,Shelter,Ellisshire,001-887-766-6073,422,534,Completed,10:29:00 12-03-2025
850,Kristopher Mendoza,Individual,Bradfurt,(678)116-6339x54475,225,217,Cancelled,20:00:00 20-03-2025
850,Kristopher Mendoza,Individual,Bradfurt,(678)116-6339x54475,882,565,Completed,20:44:00 12-03-2025
850,Kristopher Mendoza,Individual,Bradfurt,(678)116-6339x54475,942,189,Completed,15:26:00 01-03-2025
852,Jo Martinez,Charity,Port Williamtown,+1-264-342-6012x6505,902,210,Completed,17:35:00 02-03-2025
854,Christopher Diaz,Individual,Lorifurt,001-442-106-2480x735,315,254,Completed,22:09:00 05-03-2025
855,Robert Abbott,NGO,Collierburgh,+1-114-532-8181x037,113,913,Pending,23:11:00 01-03-2025
855,Robert Abbott,NGO,Collierburgh,+1-114-532-8181x037,380,217,Pending,18:33:00 11-03-2025
856,Amanda Brown,Individual,New Larryshire,176.330.5060,232,250,Cancelled,04:43:00 17-03-2025
858,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285,233,922,Pending,18:07:00 19-03-2025
858,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285,405,548,Completed,02:49:00 18-03-2025
858,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285,456,820,Pending,16:44:00 02-03-2025
859,Dana Williams,Charity,Cookstad,5259995693,561,269,Completed,17:52:00 07-03-2025
861,Ashley Clark,NGO,Poolebury,518.622.6804x900,595,172,Cancelled,15:18:00 07-03-2025
863,Jessica Camacho,Individual,Billyland,(190)674-9988x688,253,323,Cancelled,10:56:00 10-03-2025
864,Justin Anderson,NGO,South Craigborough,+1-967-629-8865x504,659,98,Cancelled,02:31:00 17-03-2025
865,Katherine Houston,Individual,Lake Joshuabury,(935)420-0196x9064,127,463,Completed,16:00:00 12-03-2025
866,Jose Cooper,Shelter,Pooleside,(083)601-2157,133,109,Pending,13:34:00 10-03-2025
869,David Mendoza,Charity,North Shawnastad,001-517-864-9061x969,419,221,Pending,09:41:00 11-03-2025
869,David Mendoza,Charity,North Shawnastad,001-517-864-9061x969,820,943,Completed,18:34:00 07-03-2025
870,Joshua Mendoza,Charity,North Amy,(842)876-7043x953,838,728,Completed,03:05:00 11-03-2025
871,Veronica Adams,Individual,Natalieside,3857123680,982,670,Cancelled,02:27:00 19-03-2025
872,Lori Peters,Individual,Annaborough,270.652.6057x691,402,379,Pending,00:59:00 08-03-2025
872,Lori Peters,Individual,Annaborough,270.652.6057x691,517,806,Completed,13:38:00 19-03-2025
873,Darius Reid,Charity,Port Philipmouth,(306)939-5162,354,608,Pending,15:33:00 09-03-2025
874,Danny Brown,Individual,East Shirley,829.371.2280x79605,208,166,Pending,07:30:00 09-03-2025
874,Danny Brown,Individual,East Shirley,829.371.2280x79605,446,524,Cancelled,21:31:00 10-03-2025
875,Scott Smith,Individual,New Donnahaven,001-376-965-5711,986,915,Completed,13:19:00 05-03-2025
876,Jeremy Robinson,NGO,Jamesview,001-097-198-3229x7777,81,964,Completed,09:13:00 03-03-2025
876,Jeremy Robinson,NGO,Jamesview,001-097-198-3229x7777,348,291,Cancelled,05:24:00 07-03-2025
877,Jeffrey Stafford,Shelter,North Nicholasborough,454.460.2468x7969,707,791,Pending,10:15:00 07-03-2025
878,Cory Johnson,NGO,Port Robertmouth,(944)311-5766,495,665,Completed,04:48:00 17-03-2025
879,Bridget Hill,Charity,South Emily,868-465-2331x6437,460,214,Completed,20:10:00 05-03-2025
880,Kristen Foster,Shelter,North Ricardo,749.252.8592,269,73,Completed,14:01:00 13-03-2025
880,Kristen Foster,Shelter,North Ricardo,749.252.8592,313,143,Cancelled,10:07:00 06-03-2025
880,Kristen Foster,Shelter,North Ricardo,749.252.8592,355,398,Pending,23:39:00 08-03-2025
882,Steven Shaffer,Shelter,Rodneyport,(799)793-9460,550,115,Pending,02:55:00 15-03-2025
883,Aaron Rios,NGO,New Jeffreyhaven,543-629-4859x81093,304,763,Pending,00:49:00 12-03-2025
883,Aaron Rios,NGO,New Jeffreyhaven,543-629-4859x81093,482,446,Completed,17:30:00 10-03-2025
884,Mary Evans,Shelter,North Josephmouth,248-457-5683,663,180,Cancelled,11:47:00 14-03-2025
886,Amber Cruz,Shelter,Allenborough,+1-077-073-1734x206,547,509,Cancelled,13:30:00 06-03-2025
887,Jean Woods,Shelter,Fernandezchester,+1-688-546-8304x8077,785,981,Pending,14:23:00 15-03-2025
887,Jean Woods,Shelter,Fernandezchester,+1-688-546-8304x8077,859,3,Cancelled,06:36:00 13-03-2025
888,Matthew Davis,Charity,Birdview,1367475533,472,958,Pending,21:52:00 04-03-2025
888,Matthew Davis,Charity,Birdview,1367475533,722,898,Completed,08:59:00 15-03-2025
889,Holly Aguilar,NGO,West Sara,799.506.2068,878,544,Cancelled,05:12:00 14-03-2025
891,Thomas Myers,Shelter,North Haleyhaven,579-856-5722,829,443,Pending,21:42:00 14-03-2025
892,Brian Hardy,NGO,Lake Williamhaven,(062)642-7542x67155,100,101,Pending,19:11:00 19-03-2025
893,Carrie Hess,Charity,Jarvisshire,+1-828-067-9673x188,214,479,Pending,08:09:00 07-03-2025
893,Carrie Hess,Charity,Jarvisshire,+1-828-067-9673x188,224,924,Cancelled,16:48:00 01-03-2025
894,Tammy Fletcher,Charity,New Adrian,219-550-2711,531,592,Pending,15:27:00 10-03-2025
897,Shelby Rice,Shelter,New Loriberg,+1-213-470-2112x7474,71,538,Cancelled,15:34:00 02-03-2025
897,Shelby Rice,Shelter,New Loriberg,+1-213-470-2112x7474,938,977,Cancelled,07:58:00 11-03-2025
899,Rachel Pena,NGO,Grossport,(523)668-5935x836,816,627,Pending,18:11:00 07-03-2025
900,Hannah Reynolds,Charity,East Kevinberg,731-040-5330x77836,8,382,Pending,07:07:00 05-03-2025
900,Hannah Reynolds,Charity,East Kevinberg,731-040-5330x77836,686,540,Pending,09:12:00 07-03-2025
901,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177,161,579,Pending,22:58:00 14-03-2025
901,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177,475,260,Cancelled,10:26:00 18-03-2025
901,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177,700,110,Completed,19:12:00 08-03-2025
901,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177,945,989,Cancelled,22:54:00 16-03-2025
902,Michelle Riley,NGO,New Juliaton,001-012-497-9466x8873,662,600,Completed,00:04:00 18-03-2025
903,Cindy Robinson DDS,Shelter,Franklinview,4186239588,894,730,Cancelled,11:28:00 02-03-2025
904,Amanda Kline,Shelter,East Travis,001-265-376-3204x275,378,765,Completed,13:50:00 08-03-2025
905,Ann Odonnell,Charity,East Michael,(926)345-7660x29567,598,403,Completed,04:55:00 04-03-2025
905,Ann Odonnell,Charity,East Michael,(926)345-7660x29567,630,606,Completed,15:26:00 02-03-2025
906,Christopher Gonzalez,Shelter,Payneland,+1-510-241-2999x765,272,417,Cancelled,04:45:00 18-03-2025
908,Abigail Crawford,NGO,Lake Shawn,(010)152-8668,1,164,Pending,05:26:00 05-03-2025
908,Abigail Crawford,NGO,Lake Shawn,(010)152-8668,116,162,Pending,17:02:00 16-03-2025
908,Abigail Crawford,NGO,Lake Shawn,(010)152-8668,375,342,Completed,02:51:00 14-03-2025
909,Matthew Cordova,NGO,Rubioborough,001-905-589-8944x09730,108,786,Pending,09:17:00 08-03-2025
912,Katelyn Proctor,Charity,Williamsborough,001-949-271-7461x8101,468,371,Completed,17:09:00 17-03-2025
916,Lindsey Mathis,Shelter,Ianland,816.558.5061,906,938,Pending,10:50:00 15-03-2025
917,Michael Townsend,Shelter,East Kevin,034.803.8502x33851,202,415,Cancelled,08:50:00 18-03-2025
917,Michael Townsend,Shelter,East Kevin,034.803.8502x33851,503,717,Cancelled,21:31:00 13-03-2025
917,Michael Townsend,Shelter,East Kevin,034.803.8502x33851,889,632,Cancelled,22:20:00 08-03-2025
918,Katrina Cruz,Charity,Jenkinsfurt,709-191-5616x88772,87,829,Completed,10:50:00 13-03-2025
920,Gregory Rodriguez,Charity,West Davidview,671.667.1616,37,832,Cancelled,03:50:00 13-03-2025
921,Kelly Walls,Individual,Lake Victoriaton,857-517-5280,462,517,Completed,21:04:00 05-03-2025
923,Victor Diaz,Shelter,Darinview,561.923.0470x922,39,58,Pending,09:57:00 12-03-2025
923,Victor Diaz,Shelter,Darinview,561.923.0470x922,109,696,Pending,16:28:00 15-03-2025
923,Victor Diaz,Shelter,Darinview,561.923.0470x922,479,216,Pending,05:08:00 21-03-2025
926,Kimberly Ware,Individual,East Sheriton,001-078-266-0266,251,832,Cancelled,15:16:00 01-03-2025
926,Kimberly Ware,Individual,East Sheriton,001-078-266-0266,585,373,Completed,13:20:00 19-03-2025
927,Mary Escobar,Individual,Gloriaview,(663)863-6846x9153,118,108,Cancelled,04:56:00 07-03-2025
929,Donna Terry,Charity,Mathistown,(104)858-7570,454,828,Completed,05:18:00 20-03-2025
933,Jodi Lee,NGO,West Paulfort,3517962649,4,61,Cancelled,09:08:00 04-03-2025
933,Jodi Lee,NGO,West Paulfort,3517962649,892,456,Pending,14:51:00 04-03-2025
934,Dr. Wendy Terrell,Charity,Erikashire,566-236-8791,907,800,Completed,03:13:00 04-03-2025
934,Dr. Wendy Terrell,Charity,Erikashire,566-236-8791,943,89,Pending,00:43:00 02-03-2025
935,John Harris,NGO,Riverafort,+1-827-545-0294x5697,407,722,Pending,18:28:00 12-03-2025
935,John Harris,NGO,Riverafort,+1-827-545-0294x5697,559,714,Cancelled,01:55:00 09-03-2025
935,John Harris,NGO,Riverafort,+1-827-545-0294x5697,917,109,Completed,10:41:00 03-03-2025
936,Jacob Horton,NGO,Port Douglasland,+1-286-744-5283x04031,143,9,Completed,11:36:00 05-03-2025
936,Jacob Horton,NGO,Port Douglasland,+1-286-744-5283x04031,351,528,Pending,10:41:00 02-03-2025
937,Mark Ward,NGO,Port Jonathanton,384311430,682,629,Pending,06:45:00 19-03-2025
938,Matthew Thornton,NGO,Hayesfort,1084069823,929,778,Pending,00:57:00 03-03-2025
939,Chad Vaughn,Charity,Lake Brandonborough,(565)199-2977x36531,258,520,Cancelled,06:16:00 03-03-2025
943,Rebecca Lucas,Charity,New Jessicabury,721.446.3873x3399,990,791,Cancelled,15:41:00 19-03-2025
944,Sharon Wood,Charity,New Melindashire,5282176863,640,239,Cancelled,01:17:00 19-03-2025
945,Alex Leon,Individual,Caitlynhaven,(667)114-0630x55873,928,41,Pending,00:15:00 20-03-2025
946,Taylor Mann,Charity,North Lawrence,001-766-748-2534x468,555,253,Pending,07:51:00 01-03-2025
947,Debra Webster,Charity,East Debramouth,(930)291-9053x13757,174,277,Cancelled,18:22:00 03-03-2025
949,Allison Pennington,Individual,North Lydiaberg,+1-586-713-6798,203,179,Completed,13:08:00 16-03-2025
949,Allison Pennington,Individual,North Lydiaberg,+1-586-713-6798,552,463,Pending,08:58:00 03-03-2025
949,Allison Pennington,Individual,North Lydiaberg,+1-586-713-6798,596,844,Cancelled,04:06:00 13-03-2025
950,Caitlin Bennett,NGO,Delacruzborough,(351)050-3132x9588,391,807,Completed,20:52:00 04-03-2025
950,Caitlin Bennett,NGO,Delacruzborough,(351)050-3132x9588,1000,596,Cancelled,12:51:00 13-03-2025
957,Angela Hall,Charity,Greenville,2576243615,115,663,Pending,00:19:00 05-03-2025
957,Angela Hall,Charity,Greenville,2576243615,913,705,Pending,22:21:00 15-03-2025
959,Samantha Gomez,Charity,Suzanneton,001-955-495-8534x09912,13,951,Pending,13:08:00 08-03-2025
959,Samantha Gomez,Charity,Suzanneton,001-955-495-8534x09912,940,911,Completed,23:59:00 05-03-2025
960,Jason Hughes,Shelter,Myerstown,851-627-0395x00955,519,406,Pending,21:16:00 06-03-2025
962,Donald Anderson,Shelter,North Stephanieborough,+1-224-951-1888x539,436,952,Completed,03:13:00 13-03-2025
963,Victor Ward,NGO,Johnhaven,628-048-2026x3385,622,949,Cancelled,19:13:00 12-03-2025
964,Donald Moore,Individual,Davisfort,001-742-164-8768x9906,288,63,Completed,02:29:00 19-03-2025
965,Ashley Silva,NGO,Port Thomas,(553)048-3123x8350,389,151,Cancelled,19:08:00 04-03-2025
965,Ashley Silva,NGO,Port Thomas,(553)048-3123x8350,826,762,Cancelled,09:16:00 09-03-2025
967,Samantha Sherman,Individual,Port Cindyberg,(659)277-6748x37772,998,832,Cancelled,18:00:00 13-03-2025
968,Mr. Joseph Herring,Individual,Mariefurt,839.044.2094,487,654,Completed,19:51:00 10-03-2025
968,Mr. Joseph Herring,Individual,Mariefurt,839.044.2094,584,705,Cancelled,12:04:00 01-03-2025
970,Brandon Rice,Shelter,South Benjamin,+1-563-122-2255,112,984,Pending,22:00:00 04-03-2025
970,Brandon Rice,Shelter,South Benjamin,+1-563-122-2255,240,183,Completed,12:59:00 14-03-2025
972,Patricia Joseph,Individual,Lauraport,611-927-6696x43169,417,716,Pending,07:18:00 14-03-2025
972,Patricia Joseph,Individual,Lauraport,611-927-6696x43169,430,861,Pending,01:58:00 03-03-2025
973,Brian Johnson,NGO,Patrickfort,001-751-479-5501x9929,886,756,Cancelled,02:15:00 07-03-2025
974,Mark Miller,NGO,North Joshua,011.361.1154x694,410,114,Cancelled,15:29:00 01-03-2025
974,Mark Miller,NGO,North Joshua,011.361.1154x694,567,924,Cancelled,23:22:00 10-03-2025
975,Danielle Bullock,Individual,Amandafurt,(888)253-9476x2056,10,669,Completed,19:57:00 06-03-2025
977,Pamela Scott,Charity,South Paul,310-642-0442,420,257,Cancelled,04:00:00 11-03-2025
977,Pamela Scott,Charity,South Paul,310-642-0442,786,104,Pending,13:13:00 09-03-2025
982,Thomas Villanueva,NGO,Gutierrezmouth,001-338-603-9644,813,934,Completed,22:20:00 02-03-2025
983,Joanna Black,NGO,North Jacobhaven,781.950.5825,180,644,Pending,01:27:00 05-03-2025
983,Joanna Black,NGO,North Jacobhaven,781.950.5825,327,853,Completed,16:49:00 17-03-2025
984,Steve Kirby,Charity,Travishaven,815.195.8711x59256,991,175,Pending,03:50:00 20-03-2025
985,Thomas Sanchez,NGO,Rodneyfurt,231.592.1072x512,141,149,Pending,20:25:00 03-03-2025
985,Thomas Sanchez,NGO,Rodneyfurt,231.592.1072x512,925,237,Pending,05:15:00 08-03-2025
988,Kristi Rodriguez,Charity,Nielsenberg,349.864.5409x08379,152,797,Pending,03:51:00 06-03-2025
990,Patricia Hardy,Shelter,Thomasport,076.687.3532x03467,376,981,Pending,21:23:00 15-03-2025
990,Patricia Hardy,Shelter,Thomasport,076.687.3532x03467,582,284,Completed,06:53:00 03-03-2025
993,Alexis Hayes,Shelter,Matthewmouth,543-812-0534x6473,643,806,Pending,18:38:00 10-03-2025
994,Angelica Simmons,NGO,Port Kellifort,(902)942-8232,876,696,Cancelled,14:13:00 10-03-2025
995,Brittany Taylor,Individual,Andrewsport,296-568-7106x4981,99,101,Completed,02:21:00 01-03-2025
996,Matthew Curtis,Shelter,Lanechester,127-889-4442x1289,181,465,Pending,09:20:00 16-03-2025
996,Matthew Curtis,Shelter,Lanechester,127-889-4442x1289,743,574,Cancelled,15:17:00 08-03-2025
997,Amanda Cain,NGO,New Steven,+1-001-491-5601x5316,310,107,Cancelled,21:25:00 08-03-2025
997,Amanda Cain,NGO,New Steven,+1-001-491-5601x5316,602,165,Cancelled,07:08:00 19-03-2025
999,Cheyenne Ramsey,NGO,Lake Jeffery,001-326-320-4816x15300,342,892,Cancelled,06:57:00 11-03-2025
1000,April Miller,Shelter,Shelbychester,894-873-2652x23999,648,55,Completed,11:56:00 08-03-2025
